enquiry_id,date,channel,enquiry_type,response_time_hours,agent_id,property_id,converted
ENQ-00311,2025-09-23,Phone,Pricing Question,1.0,Agent_19,RK-0323,False
ENQ-00312,2024-11-24,Email,Availability Check,2.3,Agent_30,RK-0452,False
ENQ-00313,2024-03-31,Email,Pricing Question,1.0,Agent_41,RK-0130,True
ENQ-00314,2025-12-20,Phone,Pricing Question,1.3,Agent_46,RK-0029,False
ENQ-00315,2025-10-16,Contact Form,Viewing Request,1.0,Agent_10,RK-0433,False
ENQ-00316,2024-03-04,Email,Viewing Request,49.6,Agent_31,RK-0371,False
ENQ-00317,2025-06-24,Email,Design Consultation,7.7,Agent_01,RK-0437,False
ENQ-00318,2025-01-27,WhatsApp,Viewing Request,0.5,Agent_27,RK-0362,True
ENQ-00319,2025-07-09,Contact Form,General Enquiry,19.1,Agent_40,RK-0244,False
ENQ-00320,2024-08-18,WhatsApp,Viewing Request,4.9,Agent_30,RK-0069,False
ENQ-00321,2024-09-23,Email,Availability Check,3.8,Agent_31,RK-0161,False
ENQ-00322,2024-06-22,Email,Complaint,1.0,Agent_23,RK-0377,True
ENQ-00323,2025-09-08,Email,Viewing Request,7.3,Agent_05,RK-0180,False
ENQ-00324,2024-01-20,Contact Form,Viewing Request,9.2,Agent_02,RK-0121,False
ENQ-00325,2025-03-29,Email,General Enquiry,6.2,Agent_05,RK-0013,False
ENQ-00326,2025-07-13,Email,Complaint,5.8,Agent_05,RK-0482,False
ENQ-00327,2024-07-23,Email,Viewing Request,7.8,Agent_20,RK-0415,False
ENQ-00328,2024-04-13,WhatsApp,Viewing Request,2.4,Agent_16,RK-0498,False
ENQ-00329,2025-12-17,Phone,General Enquiry,0.1,Agent_32,RK-0254,False
ENQ-00330,2024-06-20,Email,Design Consultation,1.0,Agent_13,RK-0188,False
ENQ-00331,2025-06-10,Email,Availability Check,2.2,Agent_41,RK-0330,False
ENQ-00332,2024-10-31,Contact Form,Pricing Question,1.0,Agent_16,RK-0227,False
ENQ-00333,2025-06-24,WhatsApp,Viewing Request,2.1,Agent_25,RK-0277,False
ENQ-00334,2024-02-26,Contact Form,Pricing Question,6.0,Agent_30,RK-0275,False
ENQ-00335,2025-03-15,Contact Form,Pricing Question,15.0,Agent_39,RK-0488,False
ENQ-00336,2025-12-01,WhatsApp,General Enquiry,7.2,Agent_37,RK-0034,False
ENQ-00337,2025-12-08,Phone,Design Consultation,0.1,Agent_16,RK-0218,False
ENQ-00338,2024-08-09,Email,Viewing Request,3.1,Agent_16,RK-0424,True
ENQ-00339,2024-01-21,Phone,Pricing Question,0.3,Agent_41,RK-0134,False
ENQ-00340,2025-02-07,WhatsApp,Viewing Request,3.3,Agent_38,RK-0259,False
ENQ-00341,2024-04-12,Email,Availability Check,1.8,Agent_34,RK-0431,True
ENQ-00342,2024-01-26,WhatsApp,Availability Check,0.6,Agent_31,RK-0472,False
ENQ-00343,2025-09-09,Email,Availability Check,2.1,Agent_48,RK-0024,False
ENQ-00344,2025-05-16,WhatsApp,Pricing Question,0.5,Agent_46,RK-0402,False
ENQ-00345,2024-05-16,WhatsApp,Complaint,0.9,Agent_42,RK-0086,True
ENQ-00346,2024-02-22,Email,Pricing Question,14.5,Agent_49,RK-0496,False
ENQ-00347,2025-08-21,Email,Availability Check,8.8,Agent_37,RK-0463,False
ENQ-00348,2025-09-10,Email,Viewing Request,1.0,Agent_04,RK-0214,False
ENQ-00349,2024-02-28,WhatsApp,Pricing Question,1.3,Agent_08,RK-0413,True
ENQ-00350,2024-09-30,Email,Availability Check,5.3,Agent_35,RK-0393,False
ENQ-00351,2025-12-03,WhatsApp,Viewing Request,3.9,Agent_28,RK-0075,True
ENQ-00352,2024-01-21,WhatsApp,Complaint,3.3,Agent_21,RK-0188,False
ENQ-00353,2025-04-24,Email,Pricing Question,2.4,Agent_14,RK-0456,False
ENQ-00354,2025-01-05,Contact Form,Availability Check,2.9,Agent_08,RK-0243,False
ENQ-00355,2025-07-08,Email,General Enquiry,1.0,Agent_12,RK-0100,False
ENQ-00356,2025-02-02,Contact Form,Viewing Request,1.0,Agent_28,RK-0142,True
ENQ-00357,2025-02-19,WhatsApp,Viewing Request,0.5,Agent_18,RK-0344,False
ENQ-00358,2024-10-06,Email,Complaint,1.0,Agent_22,RK-0246,True
ENQ-00359,2024-09-30,WhatsApp,Viewing Request,0.5,Agent_07,RK-0407,False
ENQ-00360,2025-04-14,Email,Design Consultation,20.9,Agent_18,RK-0206,False
ENQ-00361,2024-10-06,WhatsApp,General Enquiry,3.5,Agent_04,RK-0475,False
ENQ-00362,2024-10-31,Email,Availability Check,6.7,Agent_26,RK-0441,False
ENQ-00363,2024-01-07,WhatsApp,Viewing Request,1.4,Agent_28,RK-0462,False
ENQ-00364,2025-04-30,Phone,Design Consultation,0.5,Agent_07,RK-0230,False
ENQ-00365,2025-01-01,Contact Form,General Enquiry,8.3,Agent_11,RK-0360,False
ENQ-00366,2025-12-01,Email,Viewing Request,10.5,Agent_09,RK-0304,False
ENQ-00367,2024-02-10,Email,Design Consultation,10.2,Agent_44,RK-0281,False
ENQ-00368,2024-04-28,Email,Pricing Question,1.0,Agent_04,RK-0499,True
ENQ-00369,2024-10-10,WhatsApp,General Enquiry,0.7,Agent_10,RK-0339,False
ENQ-00370,2024-04-14,Contact Form,General Enquiry,1.0,Agent_06,RK-0107,False
ENQ-00371,2024-08-08,Phone,Availability Check,1.1,Agent_29,RK-0225,False
ENQ-00372,2024-08-23,WhatsApp,Viewing Request,1.4,Agent_47,RK-0006,False
ENQ-00373,2024-04-13,WhatsApp,Availability Check,0.5,Agent_33,RK-0040,True
ENQ-00374,2025-07-22,Email,Pricing Question,10.9,Agent_50,RK-0199,False
ENQ-00375,2024-11-05,Phone,General Enquiry,0.4,Agent_46,RK-0152,False
ENQ-00376,2024-10-04,WhatsApp,Pricing Question,2.0,Agent_49,RK-0302,False
ENQ-00377,2025-02-24,Contact Form,Pricing Question,6.0,Agent_44,RK-0383,False
ENQ-00378,2025-11-17,Contact Form,Design Consultation,3.0,Agent_33,RK-0444,False
ENQ-00379,2024-07-23,Contact Form,Availability Check,1.0,Agent_13,RK-0065,True
ENQ-00380,2024-08-26,Email,Viewing Request,24.1,Agent_03,RK-0395,False
ENQ-00381,2025-11-19,Email,Design Consultation,6.2,Agent_39,RK-0053,False
ENQ-00382,2024-12-25,Contact Form,Design Consultation,18.4,Agent_12,RK-0291,False
ENQ-00383,2025-02-18,WhatsApp,General Enquiry,5.2,Agent_07,RK-0022,False
ENQ-00384,2025-03-15,Contact Form,Design Consultation,1.0,Agent_12,RK-0007,True
ENQ-00385,2025-07-20,WhatsApp,Pricing Question,1.8,Agent_09,RK-0233,False
ENQ-00386,2024-11-28,WhatsApp,Viewing Request,1.9,Agent_17,RK-0130,False
ENQ-00387,2024-04-02,Email,General Enquiry,8.0,Agent_40,RK-0463,True
ENQ-00388,2025-11-12,WhatsApp,Pricing Question,8.2,Agent_48,RK-0270,False
ENQ-00389,2024-11-28,WhatsApp,Availability Check,8.9,Agent_43,RK-0310,False
ENQ-00390,2025-10-29,WhatsApp,Availability Check,6.7,Agent_07,RK-0422,False
ENQ-00391,2024-03-02,WhatsApp,Viewing Request,2.5,Agent_08,RK-0465,False
ENQ-00392,2024-10-15,WhatsApp,Complaint,1.0,Agent_27,RK-0240,False
ENQ-00393,2025-05-22,Phone,Availability Check,2.1,Agent_29,RK-0114,False
ENQ-00394,2024-05-24,WhatsApp,Availability Check,0.5,Agent_38,RK-0181,False
ENQ-00395,2025-09-03,Email,Pricing Question,15.5,Agent_17,RK-0079,False
ENQ-00396,2025-11-18,Contact Form,General Enquiry,11.5,Agent_32,RK-0006,False
ENQ-00397,2025-03-02,Email,Pricing Question,7.1,Agent_05,RK-0210,False
ENQ-00398,2024-04-05,Contact Form,Viewing Request,10.6,Agent_10,RK-0184,False
ENQ-00399,2025-05-15,WhatsApp,Availability Check,2.4,Agent_09,RK-0314,True
ENQ-00400,2025-03-13,Email,Viewing Request,10.3,Agent_14,RK-0039,True
ENQ-00401,2024-06-10,Phone,Pricing Question,0.1,Agent_44,RK-0034,True
ENQ-00402,2024-04-22,Email,Pricing Question,7.3,Agent_25,RK-0189,False
ENQ-00403,2024-07-30,Email,Viewing Request,9.3,Agent_17,RK-0315,False
ENQ-00404,2025-05-26,Email,Availability Check,1.0,Agent_49,RK-0228,False
ENQ-00405,2025-11-02,WhatsApp,Availability Check,10.4,Agent_47,RK-0290,False
ENQ-00406,2025-10-18,Email,Availability Check,1.1,Agent_19,RK-0323,False
ENQ-00407,2025-05-13,Contact Form,Complaint,1.0,Agent_48,RK-0402,False
ENQ-00408,2025-11-13,Contact Form,Design Consultation,7.4,Agent_10,RK-0327,False
ENQ-00409,2024-05-08,Contact Form,Pricing Question,17.8,Agent_25,RK-0391,False
ENQ-00410,2024-07-27,Phone,Availability Check,4.1,Agent_24,RK-0011,True
ENQ-00411,2024-02-04,WhatsApp,Design Consultation,7.4,Agent_23,RK-0083,False
ENQ-00412,2024-12-09,WhatsApp,General Enquiry,4.8,Agent_31,RK-0477,False
ENQ-00413,2025-06-26,WhatsApp,Complaint,0.5,Agent_39,RK-0196,False
ENQ-00414,2025-12-06,Phone,Availability Check,2.4,Agent_21,RK-0428,False
ENQ-00415,2025-09-05,Contact Form,General Enquiry,2.1,Agent_11,RK-0472,False
ENQ-00416,2025-06-21,Email,Viewing Request,8.9,Agent_29,RK-0363,False
ENQ-00417,2024-11-19,Email,General Enquiry,27.4,Agent_28,RK-0286,False
ENQ-00418,2024-06-01,WhatsApp,Availability Check,0.8,Agent_10,RK-0092,False
ENQ-00419,2025-03-24,Contact Form,Availability Check,1.0,Agent_18,RK-0489,False
ENQ-00420,2025-04-19,Contact Form,Viewing Request,2.7,Agent_26,RK-0309,False
ENQ-00421,2025-05-23,Email,Availability Check,1.3,Agent_36,RK-0006,False
ENQ-00422,2025-12-17,WhatsApp,Pricing Question,4.1,Agent_39,RK-0468,False
ENQ-00423,2024-02-25,Phone,Viewing Request,1.2,Agent_16,RK-0120,False
ENQ-00424,2025-06-03,Contact Form,General Enquiry,22.8,Agent_15,RK-0086,True
ENQ-00425,2025-10-23,Contact Form,Pricing Question,1.0,Agent_26,RK-0077,False
ENQ-00426,2025-01-18,Email,Availability Check,7.7,Agent_49,RK-0094,False
ENQ-00427,2025-12-03,Email,Viewing Request,20.3,Agent_17,RK-0296,False
ENQ-00428,2024-02-26,Phone,Viewing Request,0.7,Agent_34,RK-0202,False
ENQ-00429,2025-03-29,Phone,Design Consultation,0.2,Agent_27,RK-0186,False
ENQ-00430,2024-05-13,WhatsApp,Availability Check,3.3,Agent_25,RK-0125,False
ENQ-00431,2024-02-20,Email,Availability Check,8.4,Agent_35,RK-0106,False
ENQ-00432,2024-10-28,Email,General Enquiry,9.4,Agent_42,RK-0498,False
ENQ-00433,2025-10-12,WhatsApp,Availability Check,8.0,Agent_41,RK-0314,True
ENQ-00434,2025-12-13,Phone,Availability Check,0.1,Agent_02,RK-0230,False
ENQ-00435,2025-02-18,WhatsApp,Viewing Request,2.1,Agent_45,RK-0116,False
ENQ-00436,2025-02-25,WhatsApp,General Enquiry,0.5,Agent_18,RK-0082,False
ENQ-00437,2025-08-22,Contact Form,Availability Check,5.9,Agent_07,RK-0422,True
ENQ-00438,2024-05-12,Email,Availability Check,4.7,Agent_02,RK-0213,False
ENQ-00439,2025-04-15,Email,Viewing Request,21.6,Agent_20,RK-0082,False
ENQ-00440,2025-01-16,Email,General Enquiry,2.3,Agent_24,RK-0444,True
ENQ-00441,2025-04-05,WhatsApp,Availability Check,6.2,Agent_02,RK-0336,False
ENQ-00442,2024-11-16,Email,General Enquiry,3.0,Agent_37,RK-0337,True
ENQ-00443,2024-10-21,Email,Availability Check,1.9,Agent_10,RK-0187,False
ENQ-00444,2025-12-16,WhatsApp,General Enquiry,2.5,Agent_32,RK-0026,False
ENQ-00445,2024-02-25,WhatsApp,Pricing Question,1.1,Agent_39,RK-0455,False
ENQ-00446,2025-01-27,Contact Form,General Enquiry,12.8,Agent_20,RK-0053,False
ENQ-00447,2024-06-16,Email,Pricing Question,4.6,Agent_18,RK-0204,True
ENQ-00448,2024-06-15,Contact Form,Viewing Request,4.6,Agent_07,RK-0464,False
ENQ-00449,2025-01-05,Email,General Enquiry,4.5,Agent_17,RK-0192,True
ENQ-00450,2025-07-27,Email,Availability Check,15.6,Agent_47,RK-0020,True
ENQ-00451,2024-12-28,Phone,Pricing Question,0.2,Agent_04,RK-0077,False
ENQ-00452,2025-02-05,Phone,Pricing Question,0.2,Agent_19,RK-0201,False
ENQ-00453,2025-09-28,WhatsApp,General Enquiry,1.7,Agent_47,RK-0271,False
ENQ-00454,2025-09-08,Email,Availability Check,7.1,Agent_23,RK-0236,False
ENQ-00455,2025-09-08,Email,General Enquiry,5.0,Agent_49,RK-0225,False
ENQ-00456,2025-08-04,Email,Complaint,6.3,Agent_14,RK-0164,False
ENQ-00457,2025-06-03,Email,Viewing Request,16.3,Agent_16,RK-0470,False
ENQ-00458,2024-04-13,Email,Viewing Request,3.0,Agent_10,RK-0106,True
ENQ-00459,2024-10-03,Contact Form,Pricing Question,10.5,Agent_10,RK-0343,False
ENQ-00460,2025-01-14,Phone,Availability Check,0.5,Agent_10,RK-0182,True
ENQ-00461,2024-11-28,Email,Pricing Question,2.7,Agent_31,RK-0023,False
ENQ-00462,2025-09-10,Email,Viewing Request,6.9,Agent_28,RK-0298,False
ENQ-00463,2024-11-12,Contact Form,Design Consultation,10.8,Agent_10,RK-0008,False
ENQ-00464,2024-11-10,Email,Viewing Request,1.0,Agent_11,RK-0020,False
ENQ-00465,2024-05-09,Email,Viewing Request,21.6,Agent_25,RK-0387,False
ENQ-00466,2024-08-02,WhatsApp,General Enquiry,4.4,Agent_22,RK-0326,False
ENQ-00467,2024-12-15,Email,Viewing Request,9.0,Agent_08,RK-0432,False
ENQ-00468,2025-06-10,Contact Form,General Enquiry,18.8,Agent_50,RK-0147,False
ENQ-00469,2025-01-13,WhatsApp,Viewing Request,2.6,Agent_18,RK-0313,False
ENQ-00470,2024-12-19,Email,General Enquiry,1.7,Agent_42,RK-0247,False
ENQ-00471,2025-03-20,Contact Form,General Enquiry,4.5,Agent_39,RK-0145,False
ENQ-00472,2024-06-27,Email,Pricing Question,7.9,Agent_30,RK-0153,False
ENQ-00473,2024-05-07,Contact Form,Viewing Request,16.5,Agent_31,RK-0026,False
ENQ-00474,2024-01-23,WhatsApp,Pricing Question,1.1,Agent_09,RK-0156,False
ENQ-00475,2025-11-11,Email,Availability Check,3.3,Agent_08,RK-0315,False
ENQ-00476,2024-08-17,Email,Design Consultation,2.5,Agent_41,RK-0193,False
ENQ-00477,2025-03-14,Contact Form,General Enquiry,1.0,Agent_14,RK-0038,True
ENQ-00478,2025-04-08,Contact Form,Availability Check,5.7,Agent_29,RK-0274,False
ENQ-00479,2024-09-26,Contact Form,General Enquiry,13.1,Agent_42,RK-0186,False
ENQ-00480,2025-02-17,Contact Form,Availability Check,15.7,Agent_08,RK-0223,False
ENQ-00481,2024-08-23,Email,Viewing Request,13.0,Agent_09,RK-0190,False
ENQ-00482,2025-11-07,Email,General Enquiry,8.4,Agent_46,RK-0203,False
ENQ-00483,2024-01-04,Phone,Availability Check,0.5,Agent_44,RK-0048,True
ENQ-00484,2024-07-31,Phone,General Enquiry,0.8,Agent_09,RK-0004,False
ENQ-00485,2024-03-17,WhatsApp,General Enquiry,3.2,Agent_39,RK-0476,False
ENQ-00486,2024-03-28,Phone,Pricing Question,0.4,Agent_02,RK-0266,False
ENQ-00487,2025-12-17,WhatsApp,General Enquiry,3.4,Agent_20,RK-0143,False
ENQ-00488,2024-05-31,Email,Viewing Request,17.1,Agent_48,RK-0144,False
ENQ-00489,2024-08-11,Phone,Viewing Request,0.6,Agent_20,RK-0016,False
ENQ-00490,2024-02-28,WhatsApp,Design Consultation,9.4,Agent_33,RK-0286,False
ENQ-00491,2025-06-10,Phone,Pricing Question,1.2,Agent_30,RK-0225,False
ENQ-00492,2025-04-07,Contact Form,Viewing Request,7.4,Agent_38,RK-0430,False
ENQ-00493,2024-09-02,Email,Viewing Request,3.8,Agent_24,RK-0313,False
ENQ-00494,2025-10-23,Contact Form,General Enquiry,14.4,Agent_34,RK-0313,False
ENQ-00495,2024-02-24,Email,General Enquiry,3.7,Agent_45,RK-0116,False
ENQ-00496,2025-12-05,Email,Viewing Request,21.1,Agent_18,RK-0495,False
ENQ-00497,2025-08-01,WhatsApp,General Enquiry,0.8,Agent_27,RK-0459,False
ENQ-00498,2025-08-05,WhatsApp,Pricing Question,1.3,Agent_47,RK-0357,True
ENQ-00499,2024-06-06,Email,Viewing Request,13.1,Agent_39,RK-0410,False
ENQ-00500,2024-10-05,Email,Viewing Request,18.6,Agent_27,RK-0307,False
ENQ-00501,2024-07-27,Contact Form,General Enquiry,25.7,Agent_09,RK-0141,False
ENQ-00502,2025-09-12,Email,Design Consultation,7.7,Agent_24,RK-0420,True
ENQ-00503,2025-09-08,Email,Availability Check,7.1,Agent_44,RK-0459,False
ENQ-00504,2025-02-05,Phone,Viewing Request,2.0,Agent_25,RK-0268,False
ENQ-00505,2024-01-11,WhatsApp,Viewing Request,8.1,Agent_25,RK-0355,False
ENQ-00506,2025-11-19,WhatsApp,Viewing Request,1.8,Agent_05,RK-0389,False
ENQ-00507,2024-05-26,Contact Form,Pricing Question,1.0,Agent_33,RK-0386,False
ENQ-00508,2024-09-13,Contact Form,Pricing Question,1.0,Agent_47,RK-0172,False
ENQ-00509,2024-08-08,Email,Availability Check,1.0,Agent_34,RK-0386,False
ENQ-00510,2024-12-20,Contact Form,Viewing Request,1.0,Agent_14,RK-0447,False
ENQ-00511,2024-04-02,Email,Availability Check,8.1,Agent_49,RK-0346,False
ENQ-00512,2024-08-02,Email,Pricing Question,4.9,Agent_02,RK-0380,True
ENQ-00513,2025-08-22,Contact Form,Viewing Request,1.0,Agent_27,RK-0444,False
ENQ-00514,2025-10-01,WhatsApp,Viewing Request,1.3,Agent_37,RK-0254,False
ENQ-00515,2025-03-06,Email,General Enquiry,1.0,Agent_14,RK-0428,False
ENQ-00516,2024-02-23,Email,Viewing Request,1.0,Agent_10,RK-0010,False
ENQ-00517,2024-10-21,WhatsApp,Viewing Request,0.5,Agent_43,RK-0463,False
ENQ-00518,2024-04-10,Phone,General Enquiry,0.1,Agent_42,RK-0381,False
ENQ-00519,2025-03-22,WhatsApp,Pricing Question,4.6,Agent_26,RK-0222,False
ENQ-00520,2024-10-04,Email,Pricing Question,23.2,Agent_07,RK-0242,False
ENQ-00521,2024-01-30,Email,Pricing Question,10.7,Agent_45,RK-0265,False
ENQ-00522,2024-09-25,WhatsApp,Availability Check,1.9,Agent_31,RK-0180,True
ENQ-00523,2024-06-11,WhatsApp,General Enquiry,2.1,Agent_21,RK-0353,False
ENQ-00524,2024-03-23,Email,Complaint,17.7,Agent_15,RK-0078,False
ENQ-00525,2025-01-16,Contact Form,Pricing Question,7.0,Agent_34,RK-0422,False
ENQ-00526,2025-08-26,Contact Form,Pricing Question,7.6,Agent_06,RK-0078,False
ENQ-00527,2024-09-09,Contact Form,General Enquiry,3.8,Agent_27,RK-0122,True
ENQ-00528,2025-06-21,Phone,Availability Check,0.6,Agent_36,RK-0490,False
ENQ-00529,2025-08-02,Contact Form,Design Consultation,11.8,Agent_10,RK-0409,False
ENQ-00530,2024-04-20,Email,Viewing Request,2.4,Agent_08,RK-0099,True
ENQ-00531,2024-05-25,Contact Form,Viewing Request,13.4,Agent_04,RK-0297,False
ENQ-00532,2024-09-27,Phone,General Enquiry,0.5,Agent_26,RK-0359,False
ENQ-00533,2024-11-29,Phone,Viewing Request,0.7,Agent_31,RK-0199,False
ENQ-00534,2025-11-22,WhatsApp,Pricing Question,0.6,Agent_48,RK-0109,False
ENQ-00535,2025-07-03,WhatsApp,Viewing Request,0.5,Agent_17,RK-0244,True
ENQ-00536,2024-02-16,Phone,Viewing Request,0.1,Agent_45,RK-0090,False
ENQ-00537,2024-08-08,Phone,Viewing Request,2.9,Agent_18,RK-0043,True
ENQ-00538,2025-09-06,Email,Availability Check,3.3,Agent_03,RK-0374,False
ENQ-00539,2025-03-17,WhatsApp,Complaint,4.5,Agent_48,RK-0199,False
ENQ-00540,2025-10-28,WhatsApp,Viewing Request,2.0,Agent_15,RK-0282,False
ENQ-00541,2025-05-30,Phone,General Enquiry,0.3,Agent_22,RK-0395,False
ENQ-00542,2025-07-27,Email,Complaint,32.6,Agent_21,RK-0141,False
ENQ-00543,2025-04-03,Email,Availability Check,1.0,Agent_31,RK-0470,True
ENQ-00544,2025-10-01,Contact Form,Pricing Question,26.6,Agent_34,RK-0064,True
ENQ-00545,2025-07-13,Email,Availability Check,4.5,Agent_13,RK-0257,False
ENQ-00546,2024-02-07,Email,Viewing Request,17.0,Agent_37,RK-0383,False
ENQ-00547,2025-07-22,Contact Form,Viewing Request,23.7,Agent_01,RK-0268,False
ENQ-00548,2025-08-23,Email,Availability Check,7.1,Agent_03,RK-0049,False
ENQ-00549,2025-02-16,Phone,General Enquiry,1.0,Agent_46,RK-0420,False
ENQ-00550,2025-07-14,Email,General Enquiry,14.3,Agent_50,RK-0452,False
ENQ-00551,2024-10-19,Phone,Availability Check,0.4,Agent_20,RK-0230,False
ENQ-00552,2025-12-04,Email,Availability Check,4.7,Agent_24,RK-0201,False
ENQ-00553,2025-01-16,Contact Form,Design Consultation,1.0,Agent_27,RK-0214,False
ENQ-00554,2025-11-28,Email,Viewing Request,6.9,Agent_32,RK-0489,False
ENQ-00555,2024-06-29,Email,Complaint,12.2,Agent_04,RK-0475,False
ENQ-00556,2025-04-17,Contact Form,General Enquiry,4.0,Agent_17,RK-0493,True
ENQ-00557,2025-04-30,Contact Form,Design Consultation,22.6,Agent_37,RK-0302,True
ENQ-00558,2025-10-05,Email,Complaint,1.0,Agent_19,RK-0122,False
ENQ-00559,2025-10-27,Email,General Enquiry,9.8,Agent_01,RK-0428,False
ENQ-00560,2025-02-24,Email,Design Consultation,1.3,Agent_09,RK-0461,False
ENQ-00561,2025-04-08,Phone,Availability Check,1.0,Agent_43,RK-0126,False
ENQ-00562,2024-12-02,Email,Availability Check,4.1,Agent_19,RK-0007,True
ENQ-00563,2025-07-19,Email,Complaint,6.6,Agent_50,RK-0242,False
ENQ-00564,2025-04-06,Phone,Viewing Request,0.6,Agent_31,RK-0176,False
ENQ-00565,2024-02-16,Contact Form,Design Consultation,13.4,Agent_17,RK-0123,True
ENQ-00566,2025-09-10,Email,Viewing Request,9.4,Agent_23,RK-0054,False
ENQ-00567,2024-08-22,Email,Availability Check,28.2,Agent_17,RK-0423,False
ENQ-00568,2024-11-06,Contact Form,Availability Check,2.9,Agent_18,RK-0171,False
ENQ-00569,2025-09-16,Email,Design Consultation,1.7,Agent_05,RK-0068,False
ENQ-00570,2025-09-19,Contact Form,Pricing Question,1.0,Agent_03,RK-0074,False
ENQ-00571,2024-07-02,WhatsApp,Viewing Request,0.6,Agent_31,RK-0059,True
ENQ-00572,2025-10-04,Contact Form,General Enquiry,1.0,Agent_36,RK-0189,False
ENQ-00573,2025-01-22,Contact Form,Design Consultation,24.9,Agent_48,RK-0387,False
ENQ-00574,2024-08-20,Email,Availability Check,1.0,Agent_21,RK-0282,False
ENQ-00575,2024-08-14,WhatsApp,Pricing Question,0.5,Agent_03,RK-0449,False
ENQ-00576,2025-05-16,Email,Pricing Question,3.7,Agent_14,RK-0044,False
ENQ-00577,2024-11-28,Phone,General Enquiry,1.8,Agent_39,RK-0417,False
ENQ-00578,2024-11-20,Email,General Enquiry,5.8,Agent_46,RK-0353,False
ENQ-00579,2025-10-11,Email,Availability Check,1.0,Agent_50,RK-0052,True
ENQ-00580,2025-02-15,Email,Design Consultation,2.3,Agent_34,RK-0481,False
ENQ-00581,2024-04-29,Contact Form,General Enquiry,1.0,Agent_22,RK-0493,False
ENQ-00582,2024-10-12,Email,Viewing Request,7.4,Agent_33,RK-0453,False
ENQ-00583,2025-09-28,WhatsApp,Availability Check,5.4,Agent_33,RK-0121,True
ENQ-00584,2025-04-26,Email,Availability Check,2.3,Agent_26,RK-0161,False
ENQ-00585,2025-06-11,Phone,Viewing Request,0.1,Agent_23,RK-0082,False
ENQ-00586,2025-05-14,Contact Form,Design Consultation,12.3,Agent_26,RK-0137,False
ENQ-00587,2025-06-11,WhatsApp,Pricing Question,2.8,Agent_33,RK-0242,False
ENQ-00588,2025-10-14,Contact Form,Viewing Request,3.9,Agent_25,RK-0303,True
ENQ-00589,2025-02-20,WhatsApp,Design Consultation,4.7,Agent_20,RK-0072,False
ENQ-00590,2025-06-04,Email,General Enquiry,11.8,Agent_20,RK-0490,False
ENQ-00591,2024-11-21,Contact Form,Viewing Request,22.8,Agent_20,RK-0387,True
ENQ-00592,2024-06-02,Contact Form,General Enquiry,6.1,Agent_37,RK-0493,False
ENQ-00593,2025-02-14,Contact Form,Availability Check,13.3,Agent_24,RK-0110,False
ENQ-00594,2025-08-05,WhatsApp,Availability Check,6.7,Agent_24,RK-0328,True
ENQ-00595,2024-06-14,WhatsApp,Viewing Request,9.1,Agent_14,RK-0033,False
ENQ-00596,2024-07-10,Contact Form,Viewing Request,21.6,Agent_43,RK-0336,False
ENQ-00597,2024-04-06,WhatsApp,Pricing Question,0.5,Agent_09,RK-0283,False
ENQ-00598,2024-01-08,Email,General Enquiry,7.5,Agent_12,RK-0006,False
ENQ-00599,2025-05-31,WhatsApp,General Enquiry,0.5,Agent_19,RK-0438,False
ENQ-00600,2025-01-21,Email,Design Consultation,2.9,Agent_19,RK-0338,False
ENQ-00601,2024-04-04,Phone,Pricing Question,1.1,Agent_16,RK-0336,False
ENQ-00602,2025-02-28,Email,Pricing Question,1.6,Agent_25,RK-0160,False
ENQ-00603,2025-06-24,Email,Design Consultation,28.4,Agent_25,RK-0269,False
ENQ-00604,2024-09-24,Email,Availability Check,5.8,Agent_50,RK-0440,False
ENQ-00605,2025-05-03,Contact Form,Viewing Request,6.9,Agent_45,RK-0017,False
ENQ-00606,2025-07-11,Phone,Availability Check,0.1,Agent_30,RK-0242,False
ENQ-00607,2025-07-19,Phone,Complaint,0.1,Agent_37,RK-0317,False
ENQ-00608,2025-12-21,Contact Form,Viewing Request,3.1,Agent_02,RK-0480,True
ENQ-00609,2024-05-02,Email,General Enquiry,11.2,Agent_17,RK-0268,False
ENQ-00610,2024-04-04,Contact Form,Availability Check,1.0,Agent_24,RK-0069,False
ENQ-00611,2025-06-25,Contact Form,Viewing Request,8.2,Agent_02,RK-0266,False
ENQ-00612,2024-07-25,WhatsApp,Viewing Request,1.2,Agent_08,RK-0427,False
ENQ-00613,2025-02-23,Contact Form,Design Consultation,26.7,Agent_13,RK-0257,True
ENQ-00614,2024-05-10,Email,Availability Check,6.5,Agent_03,RK-0349,False
ENQ-00615,2024-11-26,Email,Availability Check,10.2,Agent_29,RK-0330,False
ENQ-00616,2024-05-26,Phone,Availability Check,0.1,Agent_43,RK-0115,False
ENQ-00617,2025-12-20,Email,Viewing Request,45.7,Agent_37,RK-0078,False
ENQ-00618,2024-04-13,Email,Viewing Request,6.5,Agent_04,RK-0478,False
ENQ-00619,2024-08-10,Email,Pricing Question,4.6,Agent_46,RK-0310,False
ENQ-00620,2024-06-13,Email,Availability Check,1.2,Agent_13,RK-0435,False
ENQ-00621,2024-01-19,Email,Viewing Request,6.7,Agent_02,RK-0040,True
ENQ-00622,2025-11-25,Contact Form,General Enquiry,6.3,Agent_08,RK-0086,True
ENQ-00623,2025-03-31,Contact Form,Pricing Question,16.6,Agent_21,RK-0090,False
ENQ-00624,2025-06-23,Contact Form,Viewing Request,9.0,Agent_26,RK-0223,False
